crop,farm_size_ha,province,district,ward,planting_date,planting_month,yield_tonnes_per_ha,rainfall_planting_month,rainfall_1_month_before,rainfall_2_months_before,rainfall_3_months_before,rainfall_preplant_3m_total,rainfall_preplant_3m_mean,preplant_rain_months_available,soil_ph,soil_organic_carbon_g_kg,soil_nitrogen_g_kg,soil_clay_percent,soil_sand_percent,soil_silt_percent,ndvi_preplant_mean,ndvi_preplant_max,ndvi_preplant_min,ndvi_preplant_std,ndvi_preplant_median,ndvi_preplant_first,ndvi_preplant_last,ndvi_preplant_observations,ndvi_preplant_change
 Rice,0.5,Western,Mongu,NAKANYAA,2024-11-01,11,0.68768,64.56555938720703,15.446651458740234,,,,,1,5.6,13.4,1.43,9.8,81.3,8.9,0.4440333333333333,0.4584,0.4266,0.0161202770861214,0.4471,0.4266,0.4471,3,0.0205
 Maize(for grain),0.25,North Western,Kabompo,KABOMPO,2024-11-01,11,0.69,115.82818603515624,38.15425109863281,,,,,1,5.7,32.4,2.6,31.0,41.6,27.3,0.5542666666666666,0.626,0.4966,0.0658368691033628,0.5402,0.4966,0.626,3,0.1294
 Maize(for grain),3.0,North Western,Kasempa,WABITUWO,2024-11-01,11,3.8333333333333335,87.32699584960938,21.9974365234375,,,,,1,6.1,17.4,1.11,22.1,53.9,24.0,0.5674333333333333,0.599,0.5323,0.0334927355307584,0.571,0.5323,0.571,3,0.0386999999999999
 Finger Millet,0.25,Western,Shang'ombo,MULONGA,2024-11-01,11,0.492,47.85472869873047,14.470321655273438,,,,,1,6.0,13.9,1.44,22.5,68.1,9.4,0.3910333333333333,0.4221,0.3582,0.0319866117826401,0.3928,0.3582,0.4221,3,0.0638999999999999
 Maize(for grain),2.0,Southern,Monze,KAILA,2024-12-01,12,2.0125,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
 Sweet Potatoes (for tuber),1.0,Southern,Monze,KAILA,2024-12-01,12,1.82875,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
 Maize(for grain),0.405,Eastern,Chipangali,RUKUZYE,2024-12-01,12,3.407407407407407,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Soya beans (for grain),1.62,Eastern,Chipangali,RUKUZYE,2024-12-01,12,0.3032098765432098,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Sunflower (for grain),0.81,Eastern,Chipangali,RUKUZYE,2024-12-01,12,0.5144444444444445,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Maize(for grain),0.25,Luapula,Chifumunabuli,KAFUMBO,2024-12-01,12,2.3,150.72601318359375,85.25543212890625,29.17923355102539,,,,2,5.6,50.3,1.42,22.2,63.9,13.9,0.500175,0.5476,0.4543,0.0464304049088525,0.4994,0.4669,0.5319,4,0.065
 Sweet Potatoes (for tuber),0.1875,Luapula,Chifumunabuli,KAFUMBO,2025-02-01,2,1.104,343.15289306640625,269.4056396484375,150.72601318359375,85.25543212890625,505.3870849609375,168.46236165364584,3,5.6,50.3,1.42,22.2,63.9,13.9,0.5298666666666666,0.6039,0.4543,0.0591197654483394,0.53975,0.4669,0.5746,6,0.1077
 Maize(for grain),0.25,Northern,Mpulungu,MUMILA,2024-12-01,12,3.91,249.1080017089844,164.33499145507812,68.82347869873047,,,,2,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),1.0,Copperbelt,Mpongwe,NTANDA,2024-11-01,11,2.875,98.8878936767578,37.452335357666016,,,,,1,6.1,16.5,1.1,23.8,48.4,27.8,0.3289,0.3821,0.3016,0.0460778688743305,0.303,0.3016,0.3821,3,0.0805
 Sweet Potatoes (for tuber),0.125,Copperbelt,Mpongwe,NTANDA,2025-01-01,1,4.18,270.815673828125,121.7514877319336,98.8878936767578,37.452335357666016,258.0917167663574,86.03057225545247,3,6.1,16.5,1.1,23.8,48.4,27.8,0.4262666666666666,0.6185,0.3016,0.1297940317066492,0.3944999999999999,0.3016,0.6185,6,0.3169
 Groundnuts(unshelled),0.25,Copperbelt,Mpongwe,NTANDA,2024-11-01,11,0.64,98.8878936767578,37.452335357666016,,,,,1,6.1,16.5,1.1,23.8,48.4,27.8,0.3289,0.3821,0.3016,0.0460778688743305,0.303,0.3016,0.3821,3,0.0805
 Maize(for grain),0.5,Lusaka,Chilanga,CHILONGOLO,2024-12-01,12,0.7125,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Maize(for grain),0.5,Lusaka,Chilanga,CHILONGOLO,2024-12-01,12,2.3,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Maize(for grain),5.0,Southern,Kazungula,CHOOMA,2024-12-01,12,0.92,103.9976806640625,46.08380126953125,9.38591766357422,,,,2,6.2,12.7,1.07,21.6,60.4,18.0,0.3152999999999999,0.461,0.247,0.0982828231856072,0.2765999999999999,0.247,0.461,4,0.214
 Mixed Beans (for grain),0.5,Southern,Kazungula,CHOOMA,2025-02-01,2,0.0,198.1915283203125,214.8186492919922,103.9976806640625,46.08380126953125,364.90013122558594,121.63337707519533,3,6.2,12.7,1.07,21.6,60.4,18.0,0.4327428571428571,0.7264,0.247,0.1791098346187134,0.461,0.247,0.7264,7,0.4794
 Sunflower (for grain),1.5,Southern,Kazungula,CHOOMA,2024-12-01,12,0.3704,103.9976806640625,46.08380126953125,9.38591766357422,,,,2,6.2,12.7,1.07,21.6,60.4,18.0,0.3152999999999999,0.461,0.247,0.0982828231856072,0.2765999999999999,0.247,0.461,4,0.214
 Maize(for grain),4.0,Copperbelt,Lufwanyama,MUKUMBO,2024-11-01,11,3.7375,125.24308013916016,44.27711486816406,,,,,1,,16.8,1.28,29.7,45.5,24.7,0.6324,0.6771,0.5935,0.042100712583043,0.6266,0.6266,0.6771,3,0.0504999999999999
 Maize(for grain),0.5,Southern,Namwala,NDEMA,2024-12-01,12,1.035,89.02137756347656,42.213897705078125,10.677263259887695,,,,2,6.2,27.6,1.44,28.1,41.6,30.4,0.271525,0.2933,0.2338,0.0263913338048685,0.2794999999999999,0.2338,0.2738,4,0.0399999999999999
 Maize(for grain),0.5,Southern,Namwala,NDEMA,2024-11-01,11,0.0,42.213897705078125,10.677263259887695,,,,,1,6.2,27.6,1.44,28.1,41.6,30.4,0.2707666666666666,0.2933,0.2338,0.0322692319916872,0.2852,0.2338,0.2933,3,0.0595
 Maize(for grain),1.0,Southern,Namwala,NDEMA,2024-11-01,11,0.0,42.213897705078125,10.677263259887695,,,,,1,6.2,27.6,1.44,28.1,41.6,30.4,0.2707666666666666,0.2933,0.2338,0.0322692319916872,0.2852,0.2338,0.2933,3,0.0595
 Groundnuts(unshelled),0.75,Southern,Namwala,NDEMA,2024-12-01,12,0.3166666666666666,89.02137756347656,42.213897705078125,10.677263259887695,,,,2,6.2,27.6,1.44,28.1,41.6,30.4,0.271525,0.2933,0.2338,0.0263913338048685,0.2794999999999999,0.2338,0.2738,4,0.0399999999999999
 Maize(for grain),0.6075,Eastern,Petauke,NYIKA,2025-01-01,1,2.8395061728395063,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Soya beans (for grain),0.405,Eastern,Petauke,NYIKA,2025-01-01,1,0.8489876543209876,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Sweet Potatoes (for tuber),0.2025,Eastern,Petauke,NYIKA,2025-01-01,1,2.5802469135802464,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Maize(for grain),0.405,Eastern,Chipangali,SISINJE,2025-01-01,1,0.7098765432098765,276.68096923828125,105.349609375,91.82780456542967,26.51133346557617,223.68874740600583,74.56291580200195,3,6.1,22.3,1.11,20.1,60.7,19.1,0.2278166666666666,0.2489,0.2073,0.0145132238550456,0.2254999999999999,0.2214,0.2383,6,0.0169
 Tobacco (Burley),0.405,Eastern,Chipangali,SISINJE,2024-12-01,12,0.4938271604938271,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Maize(for grain),0.125,Northern,Lunte,LUNTE,2024-11-01,11,1.38,133.36904907226562,60.31534576416017,,,,,1,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Mixed Beans (for grain),0.25,Northern,Lunte,LUNTE,2025-02-01,2,1.296,236.85464477539068,223.5517578125,234.8326416015625,133.36904907226562,591.7534484863281,197.25114949544272,3,5.3,18.4,1.14,25.0,56.6,18.4,0.7248199999999999,0.8112,0.5708,0.1027379287313113,0.7634,0.5708,0.8069,5,0.2360999999999999
 Groundnuts(unshelled),0.25,Northern,Lunte,LUNTE,2024-11-01,11,0.32,133.36904907226562,60.31534576416017,,,,,1,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Maize(for grain),1.0,Central,Mumbwa,MUMBA,2024-12-01,12,1.725,121.83206939697266,64.47087097167969,21.844711303710938,,,,2,6.0,15.2,1.16,21.2,57.8,21.0,0.4017499999999999,0.5216,0.3211,0.0863523981523771,0.38215,0.3211,0.5216,4,0.2004999999999999
 Finger Millet,0.5,Western,Shang'ombo,SIMU,2024-10-01,10,0.615,14.470321655273438,,,,,,0,6.0,13.9,1.44,22.5,68.1,9.4,0.3582,0.3582,0.3582,0.0,0.3582,0.3582,0.3582,1,0.0
 Maize(for grain),0.25,Luapula,Nchelenge,KABUTA,2025-01-01,1,2.3,135.80984497070312,200.62164306640625,135.97988891601562,95.00704193115234,431.6085739135742,143.86952463785806,3,,,,,,,0.0554,0.0631,0.0469,0.008129575634681,0.0562,0.0469,0.0562,3,0.0093
 Maize(for grain),0.125,Luapula,Nchelenge,KABUTA,2025-01-01,1,3.68,135.80984497070312,200.62164306640625,135.97988891601562,95.00704193115234,431.6085739135742,143.86952463785806,3,,,,,,,0.0554,0.0631,0.0469,0.008129575634681,0.0562,0.0469,0.0562,3,0.0093
 Maize(for grain),1.0125000000000002,Northern,Senga,IPEMBE,2024-11-01,11,0.3975308641975308,66.69554901123047,27.7406063079834,,,,,1,5.5,14.9,1.2,20.9,66.4,12.7,0.5003666666666667,0.5957,0.4032,0.0962630943473838,0.5022,0.4032,0.5957,3,0.1925
 Maize(for grain),1.215,Northern,Senga,IPEMBE,2024-11-01,11,0.4962962962962962,66.69554901123047,27.7406063079834,,,,,1,5.5,14.9,1.2,20.9,66.4,12.7,0.5003666666666667,0.5957,0.4032,0.0962630943473838,0.5022,0.4032,0.5957,3,0.1925
 Mixed Beans (for grain),0.25,Northern,Senga,IPEMBE,2025-03-01,3,0.648,167.3772735595703,178.07635498046875,205.4881286621093,170.4444580078125,554.0089416503905,184.66964721679685,3,5.5,14.9,1.2,20.9,66.4,12.7,0.6353375,0.754,0.4032,0.1313296173483237,0.6677500000000001,0.4032,0.7527,8,0.3495
 Mixed Beans (for grain),0.81,Northern,Senga,IPEMBE,2025-03-01,3,0.0666666666666666,167.3772735595703,178.07635498046875,205.4881286621093,170.4444580078125,554.0089416503905,184.66964721679685,3,5.5,14.9,1.2,20.9,66.4,12.7,0.6353375,0.754,0.4032,0.1313296173483237,0.6677500000000001,0.4032,0.7527,8,0.3495
 Maize(for grain),1.5,Central,Kapiri Mposhi,MUNGA,2024-11-01,11,0.7666666666666666,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),0.6075,Eastern,Nyimba,MSIMA,2024-11-01,11,0.9465020576131686,74.18803405761719,19.85343360900879,,,,,1,6.4,22.8,1.24,19.2,68.8,12.0,0.3425666666666667,0.3667,0.3258,0.0214220291600337,0.3352,0.3258,0.3667,3,0.0409
 Maize(for grain),2.0,Copperbelt,Luanshya,TWASHUKA,2024-10-01,10,4.3125,48.82448196411133,,,,,,0,5.6,42.2,,20.3,,27.1,0.3041,0.3041,0.3041,0.0,0.3041,0.3041,0.3041,1,0.0
 Soya beans (for grain),0.25,Copperbelt,Luanshya,TWASHUKA,2024-10-01,10,0.58944,48.82448196411133,,,,,,0,5.6,42.2,,20.3,,27.1,0.3041,0.3041,0.3041,0.0,0.3041,0.3041,0.3041,1,0.0
 Sweet Potatoes (for tuber),0.125,Copperbelt,Luanshya,TWASHUKA,2024-10-01,10,8.36,48.82448196411133,,,,,,0,5.6,42.2,,20.3,,27.1,0.3041,0.3041,0.3041,0.0,0.3041,0.3041,0.3041,1,0.0
 Groundnuts(unshelled),0.25,Copperbelt,Luanshya,TWASHUKA,2024-10-01,10,0.874,48.82448196411133,,,,,,0,5.6,42.2,,20.3,,27.1,0.3041,0.3041,0.3041,0.0,0.3041,0.3041,0.3041,1,0.0
 Maize(for grain),1.0,Central,Kapiri Mposhi,MUBOFWE,2024-11-01,11,2.3,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Soya beans (for grain),1.0,Central,Kapiri Mposhi,MUBOFWE,2024-12-01,12,0.9824,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Sweet Potatoes (for tuber),0.0625,Central,Kapiri Mposhi,MUBOFWE,2025-01-01,1,3.1025446000000003,262.9815979003906,95.71442413330078,81.01092529296875,24.04169464111328,200.7670440673828,66.92234802246094,3,6.1,15.6,0.92,19.7,59.4,20.9,0.4547333333333334,0.6732,0.3101,0.1564725492432032,0.39165,0.3101,0.6732,6,0.3631
 Sunflower (for grain),0.2025,Central,Kapiri Mposhi,MUBOFWE,2024-12-01,12,0.102716049382716,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Groundnuts(unshelled),0.2025,Central,Kapiri Mposhi,MUBOFWE,2024-11-01,11,0.5530864197530864,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),1.5,Southern,Chikankata,CHITETE,2025-01-01,1,1.5333333333333332,267.2582397460937,77.93820190429688,51.884708404541016,19.50069236755371,149.3236026763916,49.77453422546387,3,6.4,13.8,1.03,15.4,55.9,28.6,0.3849333333333333,0.4808,0.2899,0.0893681524183345,0.3823999999999999,0.2899,0.4808,6,0.1909
 Maize(for grain),1.0,Central,Chisamba,LITETA,2024-12-01,12,0.23,92.54161071777344,58.02268981933594,16.938770294189453,,,,2,6.3,20.7,1.31,22.7,48.5,28.8,0.215575,0.287,0.1818,0.0482275422692607,0.1967499999999999,0.1931,0.287,4,0.0938999999999999
 Maize(for grain),4.0,Central,Chisamba,MUTENGA,2024-10-01,10,2.875,16.938770294189453,,,,,,0,6.3,20.7,1.31,22.7,48.5,28.8,0.1931,0.1931,0.1931,0.0,0.1931,0.1931,0.1931,1,0.0
 Sunflower (for grain),2.0,Central,Chisamba,MUTENGA,2025-01-01,1,0.20835,278.318115234375,92.54161071777344,58.02268981933594,16.938770294189453,167.50307083129883,55.834356943766274,3,6.3,20.7,1.31,22.7,48.5,28.8,0.25248,0.4001,0.1818,0.0924895507611535,0.2004,0.1931,0.4001,5,0.207
 Soya beans (for grain),0.5,Central,Ngabwe,CHISANGWA,2024-12-01,12,0.0,116.6686019897461,76.73271179199219,23.53608512878418,,,,2,6.4,17.4,1.17,22.3,56.8,20.9,0.5484,0.6559,0.47,0.0801727717703045,0.5338499999999999,0.47,0.6559,4,0.1859
 Sunflower (for grain),0.5,Central,Ngabwe,CHISANGWA,2024-12-01,12,0.16668,116.6686019897461,76.73271179199219,23.53608512878418,,,,2,6.4,17.4,1.17,22.3,56.8,20.9,0.5484,0.6559,0.47,0.0801727717703045,0.5338499999999999,0.47,0.6559,4,0.1859
 Maize(for grain),1.215,Eastern,Petauke,KANYANGA,2024-12-01,12,1.4197530864197532,120.47492980957034,75.85102844238281,12.000802993774414,,,,2,6.2,18.2,1.38,25.7,55.1,19.2,0.2689,0.2719,0.2631,0.0039471508711981,0.2703,0.27,0.2719,4,0.0018999999999999
 Sunflower (for grain),0.81,Eastern,Petauke,KANYANGA,2024-12-01,12,0.3429629629629629,120.47492980957034,75.85102844238281,12.000802993774414,,,,2,6.2,18.2,1.38,25.7,55.1,19.2,0.2689,0.2719,0.2631,0.0039471508711981,0.2703,0.27,0.2719,4,0.0018999999999999
 Finger Millet,0.25,Western,Sioma,SIKABENGA,2024-10-01,10,0.352,13.016339302062988,,,,,,0,6.4,11.0,1.12,12.3,77.4,10.3,0.2753,0.2753,0.2753,0.0,0.2753,0.2753,0.2753,1,0.0
 Maize(for grain),0.6075,Eastern,Katete,DOLE,2024-12-01,12,1.8244913,116.5820541381836,139.72201538085938,12.146381378173828,,,,2,6.3,19.3,1.49,21.3,55.1,23.5,0.218075,0.2346,0.1992,0.01454587570413,0.21925,0.2181,0.2204,4,0.0023
 Maize(for grain),0.2025,Eastern,Katete,DOLE,2024-12-01,12,2.839506172839506,116.5820541381836,139.72201538085938,12.146381378173828,,,,2,6.3,19.3,1.49,21.3,55.1,23.5,0.218075,0.2346,0.1992,0.01454587570413,0.21925,0.2181,0.2204,4,0.0023
 Soya beans (for grain),0.2025,Eastern,Katete,DOLE,2024-12-01,12,0.8691993,116.5820541381836,139.72201538085938,12.146381378173828,,,,2,6.3,19.3,1.49,21.3,55.1,23.5,0.218075,0.2346,0.1992,0.01454587570413,0.21925,0.2181,0.2204,4,0.0023
 Soya beans (for grain),0.6075,Eastern,Katete,DOLE,2025-01-01,1,0.8691993,272.8534240722656,116.5820541381836,139.72201538085938,12.146381378173828,268.4504508972168,89.4834836324056,3,6.3,19.3,1.49,21.3,55.1,23.5,0.29685,0.4588,0.1992,0.1225883151038466,0.2275,0.2181,0.4588,6,0.2407
 Sunflower (for grain),0.2025,Eastern,Katete,DOLE,2025-01-01,1,0.4270088999999999,272.8534240722656,116.5820541381836,139.72201538085938,12.146381378173828,268.4504508972168,89.4834836324056,3,6.3,19.3,1.49,21.3,55.1,23.5,0.29685,0.4588,0.1992,0.1225883151038466,0.2275,0.2181,0.4588,6,0.2407
 Maize(for grain),1.75,Northern,Mungwi,MABULA,2024-11-01,11,4.928571428571429,95.17550659179688,32.72066879272461,,,,,1,5.6,14.7,1.23,24.7,59.8,15.5,0.5138333333333333,0.5989,0.3484,0.1432887411255096,0.5942,0.3484,0.5989,3,0.2505
 Groundnuts(unshelled),0.25,Northern,Mungwi,MUNGWI,2024-12-01,12,0.512,181.7246551513672,95.17550659179688,32.72066879272461,,,,2,5.6,14.7,1.23,24.7,59.8,15.5,0.5574,0.6881,0.3484,0.1458766373801279,0.5965499999999999,0.3484,0.6881,4,0.3397
 Maize(for grain),0.25,Northern,Mungwi,IYAYA,2024-12-01,12,4.6,181.7246551513672,95.17550659179688,32.72066879272461,,,,2,5.6,14.7,1.23,24.7,59.8,15.5,0.5574,0.6881,0.3484,0.1458766373801279,0.5965499999999999,0.3484,0.6881,4,0.3397
 Groundnuts(unshelled),0.5,Northern,Mungwi,IYAYA,2024-12-01,12,1.52,181.7246551513672,95.17550659179688,32.72066879272461,,,,2,5.6,14.7,1.23,24.7,59.8,15.5,0.5574,0.6881,0.3484,0.1458766373801279,0.5965499999999999,0.3484,0.6881,4,0.3397
 Maize(for grain),0.25,Luapula,Chiengi,CHIPAMBA,2024-10-01,10,2.3,60.51069259643555,,,,,,0,,,,,,,-0.1082,-0.1082,-0.1082,0.0,-0.1082,-0.1082,-0.1082,1,0.0
 Groundnuts(unshelled),0.25,Luapula,Chiengi,CHIPAMBA,2024-12-01,12,0.0,208.4579162597656,151.20639038085938,60.51069259643555,,,,2,,,,,,,-0.01935,0.3141,-0.1781,0.2248369853916388,-0.1067,-0.1082,-0.1052,4,0.003
 Maize(for grain),2.5,Eastern,Kasenengwa,KWENJE,2024-11-01,11,1.38,131.61904907226562,27.189931869506843,,,,,1,6.2,23.1,1.18,21.1,57.7,21.2,0.2553666666666667,0.288,0.237,0.0283355489329805,0.2411,0.2411,0.288,3,0.0468999999999999
 Sunflower (for grain),0.405,Eastern,Kasenengwa,KWENJE,2025-01-01,1,0.240074074074074,294.1659851074219,111.36882019042966,131.61904907226562,27.189931869506843,270.1778011322021,90.05926704406738,3,6.2,23.1,1.18,21.1,57.7,21.2,0.3247166666666667,0.4562,0.237,0.0866644890752069,0.31275,0.2411,0.3885,6,0.1474
 Groundnuts(unshelled),0.30375,Eastern,Kasenengwa,KWENJE,2024-11-01,11,0.7818930041152262,131.61904907226562,27.189931869506843,,,,,1,6.2,23.1,1.18,21.1,57.7,21.2,0.2553666666666667,0.288,0.237,0.0283355489329805,0.2411,0.2411,0.288,3,0.0468999999999999
 Tobacco (Virginia),2.0,Eastern,Kasenengwa,KWENJE,2024-11-01,11,1.0,131.61904907226562,27.189931869506843,,,,,1,6.2,23.1,1.18,21.1,57.7,21.2,0.2553666666666667,0.288,0.237,0.0283355489329805,0.2411,0.2411,0.288,3,0.0468999999999999
 Maize(for grain),0.1875,Southern,Monze,CHONA,2024-12-01,12,0.6133333333333334,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
 Maize(for grain),1.0,Copperbelt,Kitwe,LUANGWA,2024-11-01,11,4.6,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
 Mixed Beans (for grain),0.125,Copperbelt,Kitwe,LUANGWA,2025-01-01,1,0.08328,288.0968017578125,147.51805114746094,113.83121490478516,55.55698394775391,316.90625,105.63541666666669,3,5.4,20.8,1.88,22.7,56.3,21.0,0.6157499999999999,0.7484,0.4472,0.1272420960217176,0.66,0.4472,0.7092,6,0.262
 Sweet Potatoes (for tuber),0.125,Copperbelt,Kitwe,LUANGWA,2024-11-01,11,1.672,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
" Groundnuts(unshelled, for seed)",0.25,Copperbelt,Kitwe,LUANGWA,2024-12-01,12,1.52,147.51805114746094,113.83121490478516,55.55698394775391,,,,2,5.4,20.8,1.88,22.7,56.3,21.0,0.559225,0.682,0.4472,0.118100984331207,0.55385,0.4472,0.682,4,0.2348
 Rice,0.25,Luapula,Lunga,LUNGA,2024-10-01,10,0.48536,25.954912185668945,,,,,,0,5.8,41.0,2.45,22.2,60.7,17.1,0.5076,0.5076,0.5076,0.0,0.5076,0.5076,0.5076,1,0.0
 Soya beans (for grain),1.0,Central,Mumbwa,KALWANYEMBE,2024-11-01,11,0.8691993,64.47087097167969,21.844711303710938,,,,,1,6.0,15.2,1.16,21.2,57.8,21.0,0.3617999999999999,0.4013,0.3211,0.0401134640737994,0.363,0.3211,0.4013,3,0.0802
 Groundnuts(unshelled),0.25,Central,Mumbwa,KALWANYEMBE,2024-11-01,11,0.192,64.47087097167969,21.844711303710938,,,,,1,6.0,15.2,1.16,21.2,57.8,21.0,0.3617999999999999,0.4013,0.3211,0.0401134640737994,0.363,0.3211,0.4013,3,0.0802
 Maize(for grain),1.0,Central,Kapiri Mposhi,LUKANGA,2024-12-01,12,0.69,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Soya beans (for grain),0.5,Central,Kapiri Mposhi,LUKANGA,2025-01-01,1,0.19648,262.9815979003906,95.71442413330078,81.01092529296875,24.04169464111328,200.7670440673828,66.92234802246094,3,6.1,15.6,0.92,19.7,59.4,20.9,0.4547333333333334,0.6732,0.3101,0.1564725492432032,0.39165,0.3101,0.6732,6,0.3631
 Maize(for grain),0.25,Luapula,Milenge,KAPALALA,2024-12-01,12,1.38,141.29046630859375,83.71837615966797,38.41905212402344,,,,2,5.6,23.2,1.98,24.2,63.6,12.2,0.6522,0.6861,0.5909,0.0427799018231692,0.6658999999999999,0.6557,0.6761,4,0.0204
 Maize(for grain),0.125,Luapula,Milenge,KAPALALA,2024-12-01,12,1.84,141.29046630859375,83.71837615966797,38.41905212402344,,,,2,5.6,23.2,1.98,24.2,63.6,12.2,0.6522,0.6861,0.5909,0.0427799018231692,0.6658999999999999,0.6557,0.6761,4,0.0204
 Maize(for grain),0.375,Luapula,Milenge,KAPALALA,2024-12-01,12,2.76,141.29046630859375,83.71837615966797,38.41905212402344,,,,2,5.6,23.2,1.98,24.2,63.6,12.2,0.6522,0.6861,0.5909,0.0427799018231692,0.6658999999999999,0.6557,0.6761,4,0.0204
 Sweet Potatoes (for tuber),0.25,Luapula,Milenge,KAPALALA,2025-01-01,1,2.09,272.6421813964844,141.29046630859375,83.71837615966797,38.41905212402344,263.4278945922852,87.80929819742839,3,5.6,23.2,1.98,24.2,63.6,12.2,0.6906,0.7931,0.5909,0.0700086566075939,0.6811,0.6557,0.7417,6,0.086
 Groundnuts(unshelled),0.375,Luapula,Milenge,KAPALALA,2024-12-01,12,0.64,141.29046630859375,83.71837615966797,38.41905212402344,,,,2,5.6,23.2,1.98,24.2,63.6,12.2,0.6522,0.6861,0.5909,0.0427799018231692,0.6658999999999999,0.6557,0.6761,4,0.0204
 Groundnuts(unshelled),0.25,Luapula,Milenge,KAPALALA,2024-12-01,12,0.576,141.29046630859375,83.71837615966797,38.41905212402344,,,,2,5.6,23.2,1.98,24.2,63.6,12.2,0.6522,0.6861,0.5909,0.0427799018231692,0.6658999999999999,0.6557,0.6761,4,0.0204
